Run Name,jkcliorr
NN classification on test data,99.35546875,29
max_Trapz,0.9024627985410814,29
epoch,28,29
NN test2train,61.77734375,29
NN test2train 10th mean,61.666015625,29
Kmeans cluster score %,68.10546875,29
Accuracy for dev classification on test data %,61.97265625,29
F1 score on test data,0.6037324196739446,29
Dev class loss,0.1302283001974163,29
Dev class accuracy,96.06860369422093,29
Encoder loss,0.13032363570268524,29
learning rate,0.0001,29
Positive clustering at error rate 0.1%,21.47036234215438,30
Positive clustering at error rate 1%,37.777979987715746,30
Positive clustering at error rate 10%,65.3195151727866,30
Trapz,0.8829021280452578,30
NN classification on test data,99.21875,30
max_Trapz,0.9024627985410814,30
epoch,29,30
NN test2train,61.5234375,30
NN test2train 10th mean,61.15234375,30
Kmeans cluster score %,64.58984375,30
Accuracy for dev classification on test data %,63.046875,30
F1 score on test data,0.6234116783314191,30
Dev class loss,0.1249924653475261,30
Dev class accuracy,96.26020139904901,30
Encoder loss,0.12508396788438364,30
learning rate,0.0001,30
Positive clustering at error rate 0.1%,23.121069853771807,31
Positive clustering at error rate 1%,35.12730511825707,31
Positive clustering at error rate 10%,66.42697076192813,31
Trapz,0.8869686735666015,31
NN classification on test data,99.375,31
max_Trapz,0.9024627985410814,31
epoch,30,31
NN test2train,60.5859375,31
NN test2train 10th mean,60.21484375,31
Kmeans cluster score %,66.89453125,31
Accuracy for dev classification on test data %,62.734375,31
F1 score on test data,0.6197849062166872,31
Dev class loss,0.12168743626922836,31
Dev class accuracy,96.35049949707388,31
Encoder loss,0.12177651931188531,31
learning rate,0.0001,31
Positive clustering at error rate 0.1%,20.849587559610736,32
Positive clustering at error rate 1%,37.09552824405071,32
Positive clustering at error rate 10%,69.17180855566043,32
Trapz,0.8795064623523049,32
NN classification on test data,99.08203125,32
max_Trapz,0.9024627985410814,32
epoch,31,32
NN test2train,62.08984375,32
NN test2train 10th mean,61.28125,32
Kmeans cluster score %,67.03125,32
Accuracy for dev classification on test data %,62.1875,32
F1 score on test data,0.6137948934958318,32
Dev class loss,0.11695119669019752,32
Dev class accuracy,96.48666102779809,32
Encoder loss,0.11703681250036614,32
learning rate,0.0001,32
Positive clustering at error rate 0.1%,22.486904782085404,33
Positive clustering at error rate 1%,39.482187960875386,33
Positive clustering at error rate 10%,71.2371378684884,33
Trapz,0.8820920038665985,33
NN classification on test data,99.2578125,33
max_Trapz,0.9024627985410814,33
epoch,32,33
NN test2train,60.95703125,33
NN test2train 10th mean,60.923828125,33
Kmeans cluster score %,67.1484375,33
Accuracy for dev classification on test data %,61.89453125,33
F1 score on test data,0.6031460630315296,33
Dev class loss,0.11318279560718722,33
Dev class accuracy,96.560099670812,33
Encoder loss,0.11326565270499622,33
learning rate,0.0001,33
Positive clustering at error rate 0.1%,21.566257916722815,34
Positive clustering at error rate 1%,37.31259938013744,34
Positive clustering at error rate 10%,64.40943269101199,34
Trapz,0.8809419907635523,34
NN classification on test data,99.140625,34
max_Trapz,0.9024627985410814,34
epoch,33,34
NN test2train,62.0703125,34
NN test2train 10th mean,61.828125,34
Kmeans cluster score %,67.421875,34
Accuracy for dev classification on test data %,63.3984375,34
F1 score on test data,0.6159578593837,34
Dev class loss,0.1105764563050393,34
Dev class accuracy,96.6523980431602,34
Encoder loss,0.11065740539457447,34
learning rate,0.0001,34
Positive clustering at error rate 0.1%,22.317936958304465,35
Positive clustering at error rate 1%,39.09292028246025,35
Positive clustering at error rate 10%,65.45196117626394,35
Trapz,0.8798336762594731,35
NN classification on test data,99.43359375,35
max_Trapz,0.9024627985410814,35
epoch,34,35
NN test2train,61.19140625,35
NN test2train 10th mean,61.78515625,35
Kmeans cluster score %,70.17578125,35
Accuracy for dev classification on test data %,61.85546875,35
F1 score on test data,0.5995582287551091,35
Dev class loss,0.10698807656512166,35
Dev class accuracy,96.77770094184345,35
Encoder loss,0.1070663987295178,35
learning rate,0.0001,35
Positive clustering at error rate 0.1%,20.54011759472999,36
Positive clustering at error rate 1%,36.4255790723371,36
Positive clustering at error rate 10%,69.08317018769054,36
Trapz,0.8818108518745179,36
NN classification on test data,99.31640625,36
max_Trapz,0.9024627985410814,36
epoch,35,36
NN test2train,61.89453125,36
NN test2train 10th mean,60.875,36
Kmeans cluster score %,69.08203125,36
Accuracy for dev classification on test data %,61.34765625,36
F1 score on test data,0.6042905623002105,36
Dev class loss,0.10340287467915989,36
Dev class accuracy,96.8817152066569,36
Encoder loss,0.10347857224481073,36
learning rate,0.0001,36
Positive clustering at error rate 0.1%,21.777998589653183,37
Positive clustering at error rate 1%,35.405367865461464,37
Positive clustering at error rate 10%,64.03049340769708,37
Trapz,0.8783850061598426,37
NN classification on test data,99.53125,37
max_Trapz,0.9024627985410814,37
epoch,36,37
NN test2train,60.6640625,37
NN test2train 10th mean,60.646484375,37
Kmeans cluster score %,68.8671875,37
Accuracy for dev classification on test data %,60.25390625,37
F1 score on test data,0.5970160067479039,37
Dev class loss,0.10134805167029494,37
Dev class accuracy,96.9257212417703,37
Encoder loss,0.10142224497312827,37
learning rate,0.0001,37
Positive clustering at error rate 0.1%,22.2462145046053,38
Positive clustering at error rate 1%,38.948350617082454,38
Positive clustering at error rate 10%,65.75047405934386,38
Trapz,0.8784235516886393,38
NN classification on test data,99.55078125,38
max_Trapz,0.9024627985410814,38
epoch,37,38
NN test2train,62.03125,38
NN test2train 10th mean,61.39453125,38
Kmeans cluster score %,69.12109375,38
Accuracy for dev classification on test data %,61.484375,38
F1 score on test data,0.60088292670848,38
Dev class loss,0.09827664605522146,38
Dev class accuracy,97.01459057242135,38
Encoder loss,0.09834859089127966,38
learning rate,0.0001,38
Positive clustering at error rate 0.1%,23.552397105867705,39
Positive clustering at error rate 1%,36.06146810657621,39
Positive clustering at error rate 10%,68.09906176868411,39
Trapz,0.8797657021251345,39
NN classification on test data,99.4140625,39
max_Trapz,0.9024627985410814,39
epoch,38,39
NN test2train,62.0703125,39
NN test2train 10th mean,61.51171875,39
Kmeans cluster score %,69.8828125,39
Accuracy for dev classification on test data %,61.796875,39
F1 score on test data,0.5874955341743111,39
Dev class loss,0.09637575951037655,39
Dev class accuracy,97.06688345830285,39
Encoder loss,0.09644631277502529,39
learning rate,0.0001,39
Positive clustering at error rate 0.1%,18.85848312200975,40
Positive clustering at error rate 1%,34.92393003171484,40
Positive clustering at error rate 10%,61.89078269791343,40
Trapz,0.8787718580772749,40
NN classification on test data,99.21875,40
max_Trapz,0.9024627985410814,40
epoch,39,40
NN test2train,61.8359375,40
NN test2train 10th mean,61.419921875,40
Kmeans cluster score %,68.1640625,40
Accuracy for dev classification on test data %,61.66015625,40
F1 score on test data,0.5973196205998226,40
Dev class loss,0.09381231169094721,40
Dev class accuracy,97.1286062088515,40
Encoder loss,0.0938809883466507,40
learning rate,0.0001,40
Positive clustering at error rate 0.1%,17.884602498340996,41
Positive clustering at error rate 1%,33.960404386255014,41
Positive clustering at error rate 10%,66.51708611905488,41
Trapz,0.8722222909855119,41
NN classification on test data,99.51171875,41
max_Trapz,0.9024627985410814,41
epoch,40,41
NN test2train,61.30859375,41
NN test2train 10th mean,60.939453125,41
Kmeans cluster score %,69.609375,41
Accuracy for dev classification on test data %,60.5078125,41
F1 score on test data,0.5950768175861598,41
Dev class loss,0.09100510178578967,41
Dev class accuracy,97.22504800658376,41
Encoder loss,0.09107172338299735,41
learning rate,0.0001,41
Positive clustering at error rate 0.1%,24.20284553461461,42
Positive clustering at error rate 1%,36.63706987426053,42
Positive clustering at error rate 10%,67.76640901150898,42
Trapz,0.8703817755290001,42
NN classification on test data,99.23828125,42
max_Trapz,0.9024627985410814,42
epoch,41,42
NN test2train,61.03515625,42
NN test2train 10th mean,60.53125,42
Kmeans cluster score %,72.6953125,42
Accuracy for dev classification on test data %,61.11328125,42
F1 score on test data,0.5955218718551383,42
Dev class loss,0.08926438334146812,42
Dev class accuracy,97.2913428127286,42
Encoder loss,0.08932973062063461,42
learning rate,0.0001,42
Positive clustering at error rate 0.1%,25.16545655229505,43
Positive clustering at error rate 1%,37.36763475816396,43
Positive clustering at error rate 10%,69.90771081428338,43
Trapz,0.8810047381025247,43
NN classification on test data,99.4140625,43
max_Trapz,0.9024627985410814,43
epoch,42,43
NN test2train,63.26171875,43
NN test2train 10th mean,62.421875,43
Kmeans cluster score %,70.21484375,43
Accuracy for dev classification on test data %,63.69140625,43
F1 score on test data,0.6229026276375615,43
Dev class loss,0.08672454248535665,43
Dev class accuracy,97.3776403621068,43
Encoder loss,0.08678803043739565,43
learning rate,0.0001,43
Positive clustering at error rate 0.1%,21.780403964316378,44
Positive clustering at error rate 1%,38.45910048528252,44
Positive clustering at error rate 10%,65.46255965631882,44
Trapz,0.8761026603542723,44
NN classification on test data,99.08203125,44
max_Trapz,0.9024627985410814,44
epoch,43,44
NN test2train,61.30859375,44
NN test2train 10th mean,60.7109375,44
Kmeans cluster score %,69.58984375,44
Accuracy for dev classification on test data %,60.625,44
F1 score on test data,0.5954804742773179,44
Dev class loss,0.08526027446329178,44
Dev class accuracy,97.38721310351134,44
Encoder loss,0.08532269047680807,44
learning rate,0.0001,44
Positive clustering at error rate 0.1%,24.080494066734214,45
Positive clustering at error rate 1%,37.18884700589034,45
Positive clustering at error rate 10%,65.66422953409696,45
Trapz,0.8795193276126817,45
NN classification on test data,99.453125,45
max_Trapz,0.9024627985410814,45
epoch,44,45
NN test2train,61.07421875,45
NN test2train 10th mean,60.494140625,45
Kmeans cluster score %,65.0390625,45
Accuracy for dev classification on test data %,61.50390625,45
F1 score on test data,0.5968592611713358,45
Dev class loss,0.0831972655220595,45
Dev class accuracy,97.44122051024141,45
Encoder loss,0.08325817128012829,45
learning rate,0.0001,45
Positive clustering at error rate 0.1%,21.665632854202393,46
Positive clustering at error rate 1%,39.47528830489813,46
Positive clustering at error rate 10%,69.63327917443814,46
Trapz,0.8852170586909771,46
NN classification on test data,99.23828125,46
max_Trapz,0.9024627985410814,46
epoch,45,46
NN test2train,61.7578125,46
NN test2train 10th mean,61.96875,46
Kmeans cluster score %,65.8984375,46
Accuracy for dev classification on test data %,61.97265625,46
F1 score on test data,0.6086411535018599,46
Dev class loss,0.0815318535227796,46
Dev class accuracy,97.53480477322604,46
Encoder loss,0.08159154009197643,46
learning rate,0.0001,46
Positive clustering at error rate 0.1%,22.450619837139783,47
Positive clustering at error rate 1%,39.18531415092625,47
Positive clustering at error rate 10%,67.1347909312146,47
Trapz,0.88724054686559,47
NN classification on test data,99.3359375,47
max_Trapz,0.9024627985410814,47
epoch,46,47
NN test2train,61.9140625,47
NN test2train 10th mean,62.01171875,47
Kmeans cluster score %,66.30859375,47
Accuracy for dev classification on test data %,61.0546875,47
F1 score on test data,0.5891157324052695,47
Dev class loss,0.07955468801165501,47
Dev class accuracy,97.58795491953182,47
Encoder loss,0.07961292716832542,47
learning rate,0.0001,47
Positive clustering at error rate 0.1%,25.684032134250145,48
Positive clustering at error rate 1%,37.94960159775842,48
Positive clustering at error rate 10%,65.84212635526102,48
Trapz,0.8836024091421499,48
NN classification on test data,99.609375,48
max_Trapz,0.9024627985410814,48
epoch,47,48
NN test2train,63.359375,48
NN test2train 10th mean,62.5546875,48
Kmeans cluster score %,68.14453125,48
Accuracy for dev classification on test data %,63.02734375,48
